,Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
104,1/10/1925,,US Aerial Mail Service,,New York - San Francisco,De Havilland DH-4,385,,1,0,1,1,0,1,0,Crashed into a wooded area on Mt. Nittany in fog and low visibility.,"Mt. Nittany, Ohio",39.755359,-84.290657,POINT (39.75535900000001 -84.290657)
105,14/11/1925,,Lignes Aeriennes Latecoere,,,Breguet 14,F-AEGZ,168,1,0,1,1,0,1,0,The pilot suffered sunstroke lost control of the plane and crashed.,"Nouadhibou, Mauritania",20.9131304,-17.0501015,POINT (20.9131304 -17.0501015)
106,14/11/1925,,Air Union,,,Farman F-60 Goliath,F-AMFY,,2,,,2,,,0,,"Boulogne-sur-Mer, France",50.7259985,1.6118771,POINT (50.7259985 1.6118771)
107,12/02/1926,,US Aerial Mail Service,,,Curtiss Carrier Pigeon,602,,1,0,1,1,0,1,0,"While the mail plane was flying at a low altitude, the  aircraft hit trees and crashed in a wooded area.","Montpelier, Ohio",41.5844951,-84.6055076,POINT (41.5844951 -84.60550759999998)
108,8/03/1926,,Deutche Lufthansa,,,Junkers F-13,D-290 D-290,665,1,0,1,1,0,1,0,While in a training filight the aircraft stalled and crashed while attempting to land.,"Staaken, Germany",52.5322705,13.1433666,POINT (52.5322705 13.1433666)
109,31/05/1926,,Air Union,,Paris - Cryodon,Breguet 14,F-ADAI,1908,1,0,1,1,0,1,0,The mail plane crashed into the English Channel and was never found.,English Channel,50.1344865,-1.9138205,POINT (50.1344865 -1.9138205)
110,3/07/1926,,Compagnie Internationale de Navigation Aérienne,,Paris - Prague - Budapest,Caudron C-61,F-AFBT,5307,6,4,2,6,4,2,0,Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.,Slovakia,48.7411522,19.4528646,POINT (48.74115220000001 19.4528646)
111,9/07/1926,9:30,KLM Royal Dutch Airlines,,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,H-NACC,4759,2,1,1,2,1,1,0,Crashed into the ground while descending in poor weather.,"Wolvertem, Belgium",50.96333145,4.293162791,POINT (50.96333145 4.2931627906237)
112,24/07/1926,,Deutsche Lufthansa,,,Junkers F-13,D-272,660,5,4,1,5,4,1,0,Crashed under weather related.circumstances.,"Juist, Germany",53.6784483,6.9956079,POINT (53.6784483 6.9956079)
113,18/08/1926,,Air Union,,"Lebourget, France - Croydon, England",Bleriot 155,F-AIEB,2,15,13,2,3,2,1,0,The plane made a forced landing at Romney Marsh  in heavy fog.  Engine failure. The pilot initally survived but died a day later.,"Hurst, Kent, England",51.2526894,0.3353857,POINT (51.25268939999999 0.3353857)
114,26/09/1926,,,,New York - Paris,Sikorsky S-25,,,5,4,1,2,2,0,0,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.,"New York, New York",40.7127281,-74.0060152,POINT (40.7127281 -74.00601519999999)
115,2/10/1926,15:27,Air Union,,Paris - London,Bleriot 155,F- AICQ,1,7,5,2,7,5,2,0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed..","Leigh, Kent, Unied Kingdom",53.49518,-2.517835,POINT (53.49518000000001 -2.517835)
116,8/10/1926,,Deutsche Lufthansa,,,Fokker FG III,D-468,1554,4,3,1,4,3,1,0,Weather related.,"Bueren, Germany",51.5497446,8.573474968,POINT (51.5497446 8.573474968213429)
117,21/10/1926,13:15,Imperial Airways,,Croydon - Paris,Handley Page W-10,G-EBMS,W10/3,12,10,2,0,0,0,0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry.",English Channel,50.1344865,-1.9138205,POINT (50.1344865 -1.9138205)
118,11/11/1926,8:00,Grands Express Aeriens,,Casablanca -Dakar,Breguet 14,F-AFAX,198,3,3,0,3,3,0,0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed.","Cape Bojador, Morocco",26.1233266,-14.5005584,POINT (26.1233266 -14.5005584)
119,16/12/1926,,Pacific Air Transport,,,Ryan M-1,2,,1,0,1,1,0,1,0,The postal plane crashed into a mountain slope in foggy conditions.,"Medford, Oregon",42.3264181,-122.8718605,POINT (42.32641810000001 -122.8718605)
120,12/01/1927,,Fokker,,Delivery flight,Fokker F-VII,G-EBPL,4938,0,0,2,0,0,2,0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.,"Estaires, France",50.6440257,2.7226506,POINT (50.64402570000001 2.7226506)
121,20/03/1927,,Grands Express Aeriens,,Casablanca - Oran,Breguet 14,F-ALRA,,1,0,1,1,0,1,0,Unknown.,"Rabat, Morocco",34.022405,-6.834543,POINT (34.022405 -6.834542999999999)
122,24/03/1927,,Qantas,,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,86,3,2,1,3,2,1,0,"While attempting to land, the engine failed, the aircraft stalled and crashed.","Tambo, Qld, Australia",-24.8830649,146.2532573,POINT (-24.8830649 146.2532573)
123,15/04/1927,,Varney Air Lines,,,Swallow Swallow,,A28,1,0,1,1,0,1,0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.,"King Hill, Idaho",44.5204431,-116.3345874,POINT (44.5204431 -116.3345874)
124,22/04/1927,,Deutsche Lufthansa,,Charleville - Tambo - Blackall,Fokker FG III,D-729,1567,2,1,1,2,1,1,0,Crashed following engine failure.,"Floh, Germany",50.7568104,10.4730297,POINT (50.7568104 10.4730297)
125,22/04/1927,,US Aerial Mail Service,,,Douglas M-4,626,,1,0,1,1,0,1,0,Crashed into a field during a snow storm.,"Goshen, Indiana",41.5824086,-85.834366,POINT (41.5824086 -85.834366)
126,2/05/1927,,Air Union,,,SPCA Meteore 63,F-AIFN,,3,0,3,1,0,1,0,The three engine seaplane stalled and crashed into the sea shortly after taking off.,"Algiers, Algeria",36.7753606,3.0601882,POINT (36.77536060000001 3.0601882)
127,27/07/1927,,Deutsche Lufthansa,,Kassel - Frankfurt,Junkers F-13,D-206,591,5,3,2,5,3,2,0,Crashed after experiencing engine failure and attempting to make a forced landing.,"Amoneburg, Germany",50.79946485,8.941291795,POINT (50.79946485 8.941291794880501)
128,22/08/1927,8:30,KLM Royal Dutch Airlines,,Croydon - Schiphol,Fokker F-VIII,H-NADU H-NADU,4993,11,9,2,1,0,1,0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.","Sevenoaks, England",51.27452185,0.196116556,POINT (51.27452185 0.1961165562194981)
129,3/09/1927,,Colonial Air Transport,,,Fokker Universal,"NC52  	 NC52",405,1,0,1,1,0,1,0,The postal plane crashed for unknown reasons.,"Willington, Connecticut",41.874428,-72.2598935,POINT (41.874428 -72.2598935)
130,17/09/1927,,Reynolds Airways,,Sightseeing,Fokker F-VII,NC776,4840,12,11,1,7,6,1,0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.,"Hadley, New Jersey",40.8719153,-74.1398801,POINT (40.8719153 -74.1398801)
131,17/09/1927,4:05,Private,,Old Orchad Beach - Rome,Fokker F7,NX703,4899/0501,3,1,2,3,1,2,0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight.",Atlantic Ocean,13.581921,-38.320312,POINT (13.581921 -38.320312)
132,23/09/1927,10:00,Deutsche Lufthansa,,Berlin - Munich,Dornier Merkur,D-585,75,6,4,2,6,4,2,0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.,"Schleiz, Germany",50.5590505,11.8040013,POINT (50.5590505 11.8040013)
133,6/10/1927,,Lignes Aeriennes Latecoere,,Saint Louis - Dakar,Breguet 14,F-AGBN,229,2,0,2,2,0,2,0,The plane crashed while attempting to land at Dakar.,"Thies, Mauritania",14.83417,-17.10611,POINT (14.83417 -17.10611)
134,30/10/1927,,Colonial Air Transport,,,Fairchild FC-2,,20,4,3,1,4,3,1,0,Went into a tailspin and crashed into a corn field about 10 km from the airport.,"New Brunswick, New Jersey",40.4862174,-74.4518173,POINT (40.4862174 -74.4518173)
135,8/11/1927,,CIDNA,,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,1,0,1,1,0,1,0,The mail plane crashed shortly after taking off.,"Strasburg, France",48.584614,7.7507127,POINT (48.584614 7.750712700000001)
136,16/11/1927,,Aero O-Y,,Tallinn - Helsinki,Junkers F-13,K-SALD,798,6,4,2,6,4,2,0,Crashed in the gulf of Finland and never found.,the Gulf of Finland,59.87373345,26.31444526,POINT (59.87373345 26.3144452569276)
137,29/11/1927,,National Air Transport,,,Douglas M-4,"NC62  	 NC1062",PO641,1,0,1,1,0,1,0,The postal plane crashed at night in poor weather.,"Corunna, Indiana",41.4372721,-85.1471934,POINT (41.4372721 -85.14719340000001)
138,28/12/1927,,Aeropostale,,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,227,1,0,1,1,0,1,0,A fire erupted aboard the mail plane while en route and crashed.,"Almeria, Spain",36.8414197,-2.4628135,POINT (36.8414197 -2.4628135)
139,31/12/1927,,Latecoere Airlines,,Test flight,Latécoère 23 (flying boat),F-AIHP,23-Jan,5,0,5,5,0,5,0,"Suffered structural failure at an altitude of 1,000 ft.","Marseille,France",43.2961743,5.3699525,POINT (43.2961743 5.3699525)
140,8/01/1928,,Colonial Western Airlines,,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,39,3,1,2,3,1,2,0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..,"Canajoharie, New York",42.9056288,-74.5718073,POINT (42.9056288 -74.5718073)
141,16/01/1928,,Aeropostale,F-AIKG,Buenos Aires - Montevideo,Latecoere 25,F-AIKG,633,2,0,2,2,0,2,0,The wing on the mail plane detached from the aircraft and crashed into the sea.,"Solis, Uruguay",-34.7923733,-55.3837161,POINT (-34.79237329999999 -55.38371609999999)
142,22/01/1928,,Aeropostale,,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,  F-AHEQ,,1,0,1,1,0,1,0,Crashed after experiencing mechanical difficulties.,"L'Hospitalet, Ariège",43.2297425,1.7138034,POINT (43.2297425 1.7138034)
143,22/01/1928,,Aeropostale,,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AHEQ,240,2,0,2,2,0,2,0,Crashed in unknown circumstances.,"Tarragona, Spain",41.1172364,1.2546057,POINT (41.1172364 1.2546057)
144,27/01/1928,,Aeropostale,,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,162,1,0,1,1,0,1,0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,"Almeria, Spain",36.8414197,-2.4628135,POINT (36.8414197 -2.4628135)
145,26/02/1928,,Boeing Air Transport,,,Boeing 40,NC280,891,2,1,1,1,1,0,0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.,"Marquette, Nebraska",41.0070132,-98.0114268,POINT (41.0070132 -98.0114268)
146,11/03/1928,,Air Union,,Paris - Croydon,Farman F-60 Goliath,F-AEFC,62/6943,2,0,2,2,0,2,0,Crashed into the sea while delivering mail in poor weather.,"Cape Griz Nez, France",41.89353,-8.76253,POINT (41.89353 -8.76253)
147,17/04/1928,,Boeing Air Transport,,,Boeing 40,NC282 NC282,893,2,1,1,1,1,0,0,Spatial disorientation after entering a snowstorm.,"Federal, Wyoming",41.1368002,-104.8198995,POINT (41.1368002 -104.819899531351)
148,19/04/1928,,Iberia Airlines,,Barcelona - Madrid,Rohrbach Roland,M-CCCC,36,9,7,2,9,7,2,0,Crashed into a field after getting lost in fog.,"Minuesa, Spain",39.6903253,-4.4273603,POINT (39.6903253 -4.427360299999999)
149,7/05/1928,,Aeropostale,,,Latecoere 26,F-AIMQ,671,5,3,2,1,1,0,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.,"Florianopolis, Brazil Florianopolis, Brazil Florianopolis, Brazil",-27.595267,-48.541812,POINT (-27.595267 -48.541812)
150,12/05/1928,,Ford Air Freight Inc.,,Dearborn - Buffalo,Ford 4,NC1492,4-AT-001,2,0,2,2,0,2,0,The cargo plane crashed on it’s inaugural flight. The pilot tried to become airborne without sufficient speed.,"Dearborn, Minnesota",44.920036,-93.390648,POINT (44.920036 -93.390648)
151,26/05/1928,,Deutsche Lufthansa,,Essen - Dortmund - Frankfurt,Junkers F-13,D-583,742,5,4,1,3,2,1,0,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error.","Radevormwald, Germany",51.2029228,7.3571392,POINT (51.2029228 7.357139200000002)
152,14/06/1928,,Deutsche Lufthansa,,,AEGK,D-74,439,5,4,1,5,4,1,0,"The ""Viper"" crashed for unknown reasons.","Frankfurt, Germany",50.1106444,8.6820917,POINT (50.1106444 8.682091699999999)
153,22/06/1928,,National Air Transport,,Chicago - Dallas,Douglas M-4,NC1059,628,1,0,1,1,0,1,0,The mail plane flew into tornado like winds and crashed in a field.,"Lebo, Kansas",38.4166818,-95.8530441,POINT (38.4166818 -95.85304410000001)
154,10/07/1928,,Aero O-Y,,Tallinn - Helsinki,Junkers F-13,K-SALB,760,6,4,2,6,4,2,0,Crashed under unknown circumstances,the Gulf of Finland,59.87373345,26.31444526,POINT (59.87373345 26.3144452569276)
155,13/07/1928,,Imperial Airways,,Testing,Vickers 74 Vulcan,G-EBLB,9,6,5,1,4,4,0,0,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers.","Purley, England",51.3385156,-0.115893,POINT (51.3385156 -0.115893)
156,24/07/1928,14:48,KLM Royal Dutch Airlines,,Sightseeing over Rotterdam,Fokker (KLM) F.III,H-NABR,1533 (KLM-1),6,5,1,1,1,0,0,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven.","Waalhaven, Netherlands",51.88942995,4.441924284,POINT (51.88942995 4.441924283706982)
157,25/08/1928,11:00,British Columbia Airways,,Victoria - Seattle,Ford 4-AT-B Tri Motor,G-CATX,4-AT-26,7,5,2,7,5,2,0,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.,"Port Townsend, BC, Canada",48.123093,-122.78284,POINT (48.123093 -122.78284)
158,2/09/1928,91:05:00,CIDNA,,Toul - Clermont-Ferrand,Bleriot Spad 33,F-AIEP,May-07,5,2,3,5,2,3,0,"After taking off the engine failed, the plane stalled and crashed.","Toul, France",48.6762624,5.8941759,POINT (48.6762624 5.8941759)
159,4/09/1928,,Qantas,,Adelaide - Longreach,de Havilland DH.50J,G-AUHI,5,2,0,2,1,0,1,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire.","Adelaide Hills, Australia",-34.90135165,138.8293203,POINT (-34.90135165 138.829320281746)
160,4/09/1928,11:30,National Parks Airways,,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,NC7242,809,7,6,1,7,6,1,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times.","Pocatello, Idaho",42.8688613,-112.4401098,POINT (42.86886129999999 -112.4401098)
161,6/09/1928,,Deutsche Lufthansa,,,Fokker FG III,D-180,1531,3,2,1,3,2,1,0,Crashed due to engine failure.,"Heroldbach, Germany",31.4399,-95.35078,POINT (31.4399 -95.35078)
162,4/10/1928,,Aeropostale,,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,F-AEEJ F-AEEJ,159,3,2,1,3,2,1,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,","Gerona, Spain",41.9793006,2.8199439,POINT (41.9793006 2.8199439)
163,18/10/1928,,National Air Transport,,,Douglas M-4,NC1064,658,1,0,1,1,0,1,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.,"Polk, Pennsylvania",41.3670014,-79.9292233,POINT (41.3670014 -79.9292233)
164,31/10/1928,,Air Union,,Paris - Lyon - Marseille,Bleriot Spad 56,F-AIMN,4381.9,2,1,1,1,0,1,0,The pilot attempted an emergency landing in a muddy field and crashed.,"Valence, France",44.9332277,4.8920811,POINT (44.9332277 4.8920811)
165,15/11/1928,,Aeropostale,,Marseille - Palma de Majorca,Latecoere 32,F-AISN,80,3,,3,1,0,1,0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.,Gibraltar,36.10674695,-5.335277183,POINT (36.10674695 -5.33527718348356)
166,24/11/1928,,Universal Airlines,,Cleveland - Chicago,Hamilton H-47,NC7521,46,3,2,1,3,2,1,0,The mail plane crashed in a heavy snow storm.,"Edgerton, Ohio",41.4486619,-84.7480123,POINT (41.4486619 -84.7480123)
